Input smiles,SA,QED,LogP
N=[N+]=[N+]=C(Cc1ccc2ccccc2c1)[N+](=O)[O-],3.154544837756621,0.21694492626181244,-0.3994354196355261
N=[N+]=Nc1c(N=[N+]=N)c(N=[N+]=N)c2ccccc2c1O,4.16391826791891,0.48718852440826843,-0.7215328416396032
[N-]=[N+]=NCC[S](O)c1ccc2ccccc2c1,3.0864515111969144,0.4886865206746757,1.379803053766531
C[N+]1(C)Cc2cc3ccccc3c(N=[N+]=N)c2C1,3.497112258571101,0.4521913777572594,0.09285849202390839
C#Cc1ccc2cc(OC)ccc2c1,1.9039536626152156,0.6160597699652444,1.8076317242860866
N=[N+]=Nc1ccc(N=[N+]=N)c2c(O)cccc12,3.6386079279944026,0.530761719090929,-0.21810050936629788
Cc1cc(N=[N+]=N)nc2ccc3ccccc3c12,2.8854790354593707,0.38804468148289495,1.3611349705834037
CCN1C(=O)c2cccc3c(N=[N+]=N)ccc1c23,2.787219950878793,0.6346772648376435,0.8679163279064923
CC#CCSc1cccc2ccccc12,2.261621230692029,0.5361842368468489,2.1632171137587184
[N-]=[N+]=NCCOc1cccc2ccccc12,2.1405776079178906,0.3314645815005328,2.0112237106215627
N=[N+]=NCOC(=O)Oc1ccc2ccccc2c1,2.7281228224416196,0.3895349054745847,0.842116361571577
N=[N+]=Nc1c2ccccc2c(C=O)c2ccccc12,2.7666766358322086,0.3166281859763372,1.5797155446319664
N=[N+]=Nc1ccc(Cl)c2cccc(O)c12,2.9369715803423784,0.5613321267890026,0.9524209496321527
[N-]=[N+]=NC(=O)c1cccc2ccccc12,2.2092332976947926,0.39262116337987396,1.7625053080908724
O=C([O-])C#Cc1ccc2ccccc2c1,2.5030647824890693,0.5868142826283831,-0.22778776195316275
N=[N+]=Nc1c(Cl)c(Cl)c2ccccc2c1O,3.0468565173063737,0.5855063423080162,1.2761341483811939
O=C([O-])C#Cc1cccc2ccccc12,2.5616050329362956,0.586814282628383,-0.29802027120586005
C#CCSc1cccc2ccccc12,2.138001786442608,0.5248919391174098,2.0395523646349862
CC#CC[N+](C)(C)Cc1cccc2ccccc12,2.6851982314217793,0.5674080552803143,1.2954968782105518
N=[N+]=Nc1c(N=[N+]=N)c(N=[N+]=N)c2ccccc2c1O,4.16391826791891,0.48718852440826843,-0.7215328416396032
N=[N+]=Nc1ccc(Cl)c2ccccc12,2.5655471241536763,0.544409740888536,1.6032835328512571
N=[N+]=[N+]=C(Cc1cccc2ccccc12)[N+](=O)[O-],3.1397077336842223,0.21694492626181244,-0.3816348970705027
C#CCOc1cc2ccccc2cc1C(=O)[O-],2.62998196645594,0.7376951089052499,-0.18895372353240725
N=[N+]=Nc1ccc2c3c(cccc13)C(=O)N2,2.954896301435289,0.55136205772578,-17.103387569670264
N=[N+]=Nc1ccc2c3c(ccc(Cl)c13)CC2,3.066098977020573,0.5727884336116608,-16.40972149844366
[N-]=[N+]=Nc1cccc2ccccc12,2.189813434219351,0.35408372340789185,2.128334507334466
N=[N+]=Nc1cccc2ccc([N+](=O)[O-])cc12,2.6782684753483323,0.36057907635975495,0.9485005788154921
N=[N+]=Nc1cc(Cl)c2c3c(cccc13)C(=O)N2,3.1958050433790177,0.5869670304723726,-16.93686759311043
N=[N+]=Nc1ccc2c3c(ccc(Cl)c13)CC2,3.066098977020573,0.5727884336116608,-16.40972149844366
CC#CCOc1ccc2ccccc2c1,1.9698638880346842,0.6698553961120645,2.015939919830243
[N-]=[N+]=NC[C@@H](O)COc1cccc2ccccc12,2.765168201053285,0.4975223789877095,0.8163078517788511
N=[N+]=Nc1c(Cl)c(O)c2ccccc2c1N=[N+]=N,3.710975118299607,0.5560322548433108,0.1506238649281798
N=[N+]=Nc1c(N=[N+]=N)c(Cl)c2ccccc2c1O,3.7001834259919146,0.5560322548433108,0.16357098462893183
COC(=O)C#Cc1ccc2ccccc2c1,2.137566869997162,0.4925946304626238,1.2028855730646144
C#Cc1cccc2ccccc12,1.8926074954737722,0.5090629151490212,1.8152482100065082
C#CCOC(=O)Cc1cccc2ccccc12,2.0104245096270557,0.59131147101252,1.4909563016024932
N=[N+]=Nc1ccc2cc(O)ccc2c1,2.703617508769062,0.5212846327460562,0.776837406506793
N=[N+]=Nc1ccc2c3c(ccc(N=[N+]=N)c13)CC2,3.725141757352862,0.5920294177353825,-17.52914216631062
C#Cc1ccc2ccc3cccc4ccc1c2c34,2.228889446311218,0.3042621251563382,2.6278434783768674
N=[N+]=Nc1c(N=[N+]=N)c(N=[N+]=N)c2ccccc2c1O,4.16391826791891,0.48718852440826843,-0.7215328416396032
N=[N+]=Nc1c(Cl)c(N=[N+]=N)c2ccccc2c1O,3.7158101952226836,0.5560322548433109,0.14482307688673401
C#CCOc1ccc2ccccc2c1,1.8272333061424195,0.6487657477479898,1.9150834076068466
C#CCOc1ccc2ccccc2c1CNO,2.4116775708515465,0.6218956719870943,0.8505312914436914
N=[N+]=Nc1ccc(Br)c2ccccc12,2.6678321241536764,0.5901807295049667,1.556632809714458
N=[N+]=NCc1nnc(-c2ccc3ccccc3c2)o1,2.7080005918761643,0.5736078861106618,0.9200111404525486
[N-]=[N+]=NC[C@H](O)COc1cccc2ccccc12,2.765168201053285,0.4975223789877095,0.8163078517788511
CN(C)C(=O)Oc1ccc(N=[N+]=N)c2ccccc12,2.6815264471529634,0.6622475000396356,1.0507045671741027
N=[N+]=Nc1ccc(F)c2ccccc12,2.5976148164613697,0.5275646098031221,1.20624492671987
N=[N+]=Nc1ccc(N=[N+]=N)c2ccccc12,3.357656836552346,0.5637143362642393,0.3242184414264352
[N-]=[N+]=Nc1cccc2c(N=C=S)cccc12,2.9794912847128803,0.24402043484011376,1.6928824457056846
[N-]=[N+]=NCCCOc1ccc2ccccc2c1,2.116093043379019,0.3303022957296834,2.312573319104795
C#C[C@@](O)(c1ccc2ccccc2c1)C(C)(C)C,2.945953975718181,0.750895304304906,1.168950120089462
COc1ccc2ccccc2c1N=[N+]=N,2.554778557086564,0.5874264133320659,1.1666532811645485
N=[N+]=Nc1c(N=[N+]=N)c(N=[N+]=N)c2ccccc2c1O,4.16391826791891,0.48718852440826843,-0.7215328416396032
N=[N+]=Nc1c(N)ccc2ccccc12,2.7402475087690625,0.39957316145986527,0.6468577514805907
C#CCS(=O)(=O)c1ccc2ccccc2c1,2.208296167656025,0.7414272444790238,1.036039674793782
N=[N+]=Nc1c(Cl)c(N=[N+]=N)c2ccccc2c1O,3.7158101952226836,0.5560322548433109,0.14482307688673401
C#CCNS(=O)(=O)c1ccc2ccccc2c1,2.0115810049174794,0.8373582536889158,0.9266557157584575
[N-]=[N+]=NCCCOc1cccc2ccccc12,2.1249739664559417,0.3303022957296834,2.3019186070492874
