Input smiles,SA,QED,LogP
OC1Nc2ccccc2N1,2.6127515947922237,0.49396693929122565,-0.4578956276704419
O=C1CN1Cc1cccnc1,2.3113575015093932,0.5694216299101081,-0.3585180599205654
O=C1C2Nc3ccncc3CN12,3.7688619800306666,0.5517308669791323,-2.2803128507947683
Cc1ccc(C(=O)NC(C)C)cc1,1.3299940357231108,0.7363191719657781,2.0106479224537726
CC(C)NC(=O)c1cccc(O)c1N,2.007935471347025,0.48737672323944514,0.4857326186558387
O=C(Nc1ccccc1)c1ccccc1,1.0574495523703487,0.7874913866928777,2.899341715982322
O=C(NCC1CCCN1)c1ccccc1,2.262484091821177,0.7756386570692027,0.21924627193571755
O=C(NC1CC=CCC1)c1ccccc1,2.3542715044085902,0.7318178596435423,1.0550069979305357
OC(NC1CCCCC1)c1ccccc1,2.505515560352647,0.7433608216041476,0.9256351975661795
O=C(NC1CCCCC1)c1ccccc1,1.3924729789437755,0.7863836286273548,2.3650768689110557
O=C(NCc1ccc[nH]1)c1ccccc1,1.8538614404822393,0.781010327872199,1.2507136485967556
CCCC=CCNC(O)c1ccccc1,2.9153191950900013,0.552465897421472,0.4504351202338368
Cc1ccc(C(=O)Nc2ccccc2)cc1,1.139078575682781,0.8112788228538134,3.0164369721223143
O=C(NC1CCCN2CC12)c1ccccc1,2.8070230296256753,0.75482669366609,-0.36809916725460035
O=C(NC1CCC(F)CC1)c1ccccc1,1.8435738934085322,0.8169749724614362,1.7876234542166463
Cc1ccc(C(=O)Nc2cccc(F)c2)cc1,1.3213098510713266,0.8398356499876409,2.8947880545999083
CCN1CC=CC(NC(=O)c2ccccc2)C1,2.820632761080166,0.8012015800117066,-0.09599869853152099
CNC1CCCC(NC(=O)c2ccccc2)C1,2.520529292457107,0.8359952879397001,0.4524956028707244
C=Nc1cccc(NC(O)Nc2ccccc2)c1,3.0347261892189668,0.5570183150930043,0.4432708841578208
CNc1cccc(NC(=O)c2ccc(C)cc2)c1,1.5078326205620503,0.8639602537030406,2.603104510993351
CNc1cccc(NC(O)Nc2ccccc2)c1,2.6164977868521024,0.6095415877181165,0.7425674910535973
O=C(NC1CCCC(N2CC2)C1)c1ccccc1,2.4601013644794953,0.8252301977232309,0.5920627200356897
O=C(NC1CCCC(C(F)F)O1)c1ccccc1,3.299760692707827,0.9010943590078018,-0.043349856225030486
CCNc1cccc(NC(=O)c2ccc(C)cc2)c1,1.5286438153193895,0.8734921459696889,2.8501114268919836
CCNc1cccc(NC(O)Nc2ccccc2)c1,2.5996907557026177,0.6010350567107913,1.0347061304909402
Cc1ccc(C(=O)Nc2cccc(N3CC3)c2)cc1,1.4401515076270819,0.8513424489351812,2.5297360454611177
OC(Nc1cccc(F)c1)C1CCOc2ccccc21,3.108577055242006,0.8442243230271956,0.5664070829879093
OC(Nc1cccc(F)c1)C1C=COc2ccccc21,3.5321022541809963,0.8419819099467472,0.14446406502641007
Cc1ccc(C(=O)Nc2cccc(NC3CC3)c2)cc1,1.5770218682659323,0.882865618831299,2.891420723265962
CNc1cccc(NC(O)C2CCOc3ccccc32)c1,3.21869171334792,0.7554425331164588,0.3663926618879677
Nc1ccc2c(c1)OCCC2C(O)Nc1cccc(F)c1,3.322416126967087,0.5998542021008494,0.018570916328408682
C=Nc1cccc(NC(O)C2CCOc3ccccc32)c1,3.5752142858573777,0.6678932586775581,0.14112640561927803
C=Nc1cccc(NC(O)C2C=COc3ccccc32)c1,3.9779103766518276,0.6660400714906787,-0.2558273012389889
COc1cccc(NC(O)C2CCOc3ccccc32)c1,3.0531053325156368,0.8479470121983539,0.541974585027126
Fc1cccc(NC2OOc3cccc4c3C2CCO4)c1,3.650807293220189,0.8587268349117974,-20.830329430429074
OC(Nc1cccc(F)c1)C1C2CC2C2OC23C=CC=CC13,5.312641410094961,0.666108174691604,-2.371114696987138
C=C1Cc2cc(O)ccc2C(C(O)Nc2cccc(F)c2)C1,3.610519288039292,0.599925171425171,0.260867147951816
CCNc1cccc(NC(O)C2CCOc3ccccc32)c1,3.1962607194909047,0.7404464372266191,0.6652785395054671
CNc1cccc(NC(O)C2CCOc3cc(N)ccc32)c1,3.421418720864531,0.515377166587925,-0.1681120252104485
CC1C=CC(C=CC2CO2)C(C(O)Nc2cccc(F)c2)C1,4.609538487990909,0.49802169852346395,-1.0829812914418584
CC1CC(C(O)Nc2cccc(F)c2)C2C=CC=CC23OC13,5.083975362631351,0.6659182852311318,-1.8248023871285735
